"caption","url","ownerFullName","ownerUsername","timestamp","locationName","likesCount","commentsCount"
"Hey @andersoncooper @andersoncooper360 @oprah @oprahdaily 
Can you please do something about this?!?!?!
Two precious lives born on two different worlds!!!
#stopgazagenocide #stopwar #stopisraeliapartheid #stopisraeliwarcrimes #stopgazabombing","https://www.instagram.com/p/CzW-JXivzAr/","","jennybaldwin123456","2023-11-07T20:52:54.000Z",,"1","1"
"""Krieg und Frieden""
Öl auf Leinwand 60x80 cm
""Das Ziel ist ein endloser Krieg, nicht ein erfolgreicher Krieg"" Julian Assange
#peace #oiloncanvaspainting #oilpainting #transrealisticart #stopwar #freejulianassange","https://www.instagram.com/p/CzW-AItIlAz/","Edeldith","transrealisticart","2023-11-07T20:51:39.000Z",,"68","3"
"Rosário de Maria, da terra Santa-Jerusalém. Carinho, Fé, Remissão e Gratidão!
Recebi da querida Beth, minha ex-aluna de moda no Solar do Rosário, um carinhoso e significativo símbolo da Fé, um Terço da Terra Santa-Jerusalém, confeccionado em prata por artistas locais, com ícones sacros de Maria com o menino Jesus, Cristo crucificado, contas em madeira das milenares oliveiras e terra sagrada. Beth estava em Jerusalém no início do conflito, presenciou momentos difíceis, e das poucas lembranças que trouxe, uma delas foi para mim. O presente, que estou usando no peito, celebra minha remissão, momento em que não estou mais com nenhuma célula cancerígena em meu corpo, mas sinto ainda os efeitos colaterais tardios do tratamento quimioterápico (dor óssea e muscular diária, irritabilidade, momentos de depressão, fantasma da recidiva, entre outros), e com restrições a saídas, a me expor e a receber, e a rotina clínica é contínua por cinco anos.
Muito obrigado querida Beth, seu mimo é um sinal de que tudo está fluindo bem, rezarei por mim, por todos e pela paz na terra sagrada e no mundo.
 #combateaocancer #santacasademisericordiadecuritiba #santacasadecuritiba #tratamentooncologico #alertacancermasculino #prevencaosaudemasculina #fé #stopwar #terrasanta #rosariodemaria #jerusalem #mariamaedejesus #rosariooliveirademaria #paz #novembroazul","https://www.instagram.com/p/CzW9frhu2O9/","Eloir Amaro Júnior","eloirjr.arteparanaense","2023-11-07T20:47:13.000Z",,"36","17"
"Часом втомлююся від нічних прогулянок у паркінг. 30.08.2023

#russiaisaterroriststate #nowar
#nowarinukraine #stopwar #кимтибудешколививезеш 
#колисьнастанеденьзакiнчитьсявiйна","https://www.instagram.com/p/CwjZKRKN6FE/","Nataliia Nahorna","nataliiahavrylova","2023-08-30T03:05:40.000Z","Ukraine is Freedom","22","4"
"I lit the biggest stick of incense I could find for peace at a temple in Yokohama’s Chinatown the other night. The action itself wasn’t much but the intent was huge! …………………………#peace #nowar#stopwar #worldpeace #hope #yokahama #japan #japantravel #travelgram #sony #sonyalpha #sonya7iv #temple #southeastasia#chinatown #yokohamachinatown","https://www.instagram.com/p/CzW8S87SLct/","Peter yung","peteyimage","2023-11-07T20:36:44.000Z","Yokahama,Japan","30","1"
"🤩Шахтар - Барселона (1:0)
⚽Данило Сікан
#taras_stepanenko_team #Stepanenko #ТарасСтепаненко #Степаненко #Шахтар #Шахтер #shakhtar #fcsdfamily #football #Футбол #нівійні #нівійнівукраїні #нетвойне #stopwar #stopwarinukraine #Україна #Ukraine","https://www.instagram.com/p/CzW838BIXVs/","Тарас Степаненко","taras_stepanenko_team","2023-11-07T20:41:47.000Z","Hamburg, Germany","-1","0"
"#zerocalcare #coscienza #comics #freepalestine #stopwar","https://www.instagram.com/p/CzW8xvmsASy/","Sergio Trapani","ab_eb_shruti","2023-11-07T20:40:57.000Z",,"5","0"
"Toronto chapter for @worldbeyondwar marched at the 100K with @pymtoronto and the many other solidarity groups.  50,000 people came out in #toronto.  Join us in organizing action to call out Canadian complicity in war crimes, in peace building workshops and in community resilience against the war machine. 

#ceasefirenow #canadastoparmingisrael #peace #war #armsembargo #stopwar #gaza #palestine #israel #canada #solidarity

Posted @withregram • @torontowbw","https://www.instagram.com/p/CzW9YPjSJNp/","WILPF Canada","wilpfcanada","2023-11-07T20:46:12.000Z",,"18","0"
"Od początku wojny między ""Izraelem"" a Hamasem, Stany Zjednoczone i Wielka Brytania monitorowały region poprzez intensywną obecność lotów ISR we wschodniej części Morza Śródziemnego.

Since the beginning of the war between ""Israel"" and Hamas, the United States and the United Kingdom have monitored the region with a heavy presence of ISR flights in the eastern Mediterranean.

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzW7ekQIX_2/","Kroniki wojenne","izrael_strefa_gazy","2023-11-07T20:29:35.000Z",,"9","0"
"Das Fahrrad sagt: #stoppputin
#stopwar
#stopptdenkrieg
#ukrainewar
#freedom
#peace
#Kyjiw
#blueyellow 
#supportukraine
#prayforukraine
#artforukraine
#nowar
#nürnberg
#nuremberg
#russiaisaterroriststate
#freeukraine
#iseeukraineflag Danke an @lindaalbertsen","https://www.instagram.com/p/CzW56IQtsQq/","Henrik Albertsen","albertsen.foto","2023-11-07T20:15:52.000Z",,"5","0"
"IDF inviterede for 2-3 uger siden 100 journalister, heriblandt den danske journalist @jotamconfino , for at se 45 minutter video af Hamas (ISIS) rædsler på israelerne. 

Dette var deres reaktion.

Mange af videoklippene er ikke - og bliver formentlig heller ikke - delt til omverdenen, grundet at det er så voldsomme videoklip. Og selvfølgelig af respekt for ofrene og deres familier.

#stopwar #sharethetruth #israel #hamas #terrorism #terror #denmarkisrael #idf #israeldefenceforces #defence #dkpol #antisemitism #antisemitisme #news#breakingnews #israelunderfire #isupportisrael #pallywood #jewishlifematters
#hamaspalestine #hamaspalestine
#endjewishhatred #amisraelchai #saveisrael #freeisraelfromterror #hostages #saveourchildren #Kimdamti","https://www.instagram.com/p/CzW5-MXM1Tk/","","denmark_in_israel","2023-11-07T20:16:26.000Z","Israel","36","2"
"NADA!!! Sólo existimos 💔

#makelovenotwar #stopwar #peaceyourself #paz #altoalaguerra #heartbroken #justkids","https://www.instagram.com/p/CzW8GcrLWZJ/","Pame Pinto Rojas 🌈♈️","pame_pinto__","2023-11-07T20:35:02.000Z",,"384","9"
"The fire that broke out in the foothills of the Golan opposite Lebanese territory after rockets fell on Israeli artillery positions in the area.

Ogień wybuchł u podnóża Golanu naprzeciwko terytorium Libanu po tym, jak rakiety spadły na izraelskie pozycje artyleryjskie w okolicy.

#instadaily #ukraine #kyiv #lviv #odessa #kharkiv #russiaisaterroriststate #me #mariupol #followme #stoprussia #stopwar #followforfollowback #zhytomyr #putin #photography #photographer#photooftheday #work #instagram #news #krym #tbt #nikolaev #kherson #wojna #stopwarukraine#igers#potd#life","https://www.instagram.com/p/CzW6yb6IDtz/","Kroniki wojenne","izrael_strefa_gazy","2023-11-07T20:23:34.000Z",,"5","0"
"◇2023.11.7

11/3(金) 4(土) と べっぴん @kimono_beppin  に
出店させていただきました🌿

素敵な空間で、素敵な作家さまたちとご一緒でき
とても楽しい２日間でした
.
 
お着物を着せていただいたり
(@mumu_mizuhiki さん　@shamdely_jasmin さん
すごくお似合いでした🏵️)
お抹茶をいただいたりと
新しい経験もさせていただきました
.
.
たこ焼き @tako._.maru_  も、おにぎり弁当も
おいしかったー
(１日目のお写真撮ってなくてすみません)
.
.
.
ご購入・お手にとっていただいたお客さま
出店者のみなさま
@karo_kimono 
@kimono_0088 
@approx10yds 
.
ありがとうございました
またお会いできる日を楽しみにしています🤍
.
.
.
次は11/12(日) お久しぶりの
ベシカ舎 @beshica_works での
ちょこっとマルシェです
たのしみー☕
.
.
.
ひさしぶりのマルシェ
作家さまなどとの交流は
やっぱり楽しいです🤍
.
.
.
.
.
.
.
.
#vintag 　#antique
#淡水パール
#クリスタル
#天然石
#真鍮バングル
#真鍮リング
#真鍮アクセサリー
#シルバーバングル
#シルバーリング
#天然石リング
#天然石アクセサリー
#handmadeaccessory 
#ハンドメイドアクセサリー
#ウェディングアクセサリー
#ブライダルジュエリー
#ヴィンテージ好きな人
#お洒落好きさんとつながりたい
#プレ花嫁さんと繋がりたい
#ヴィンテージアクセサリー
#ネックレス好き
#ドライフラワーピアス
#stopwar","https://www.instagram.com/p/CzW9Y1Ry1Av/","noyer","noyerr_","2023-11-07T20:46:17.000Z","堺区","52","4"
"Bombardowanie gruntów rolnych w rejonie Al-Satar Al-Gharbi w Khan Yunis

Bombing of agricultural land in the Al-Satar Al-Gharbi area in Khan Yunis

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzW8kXuI3fG/","Kroniki wojenne","izrael_strefa_gazy","2023-11-07T20:39:07.000Z",,"6","0"
"Tigelas tibetanas feitas em 7 metais,dos quais o que predomina é o bronze...Sua sonoridade trabalha de forma vibracional para a harmonização energética
Mandalluz trouxe pra vcs
Amad@s
#stopwar","https://www.instagram.com/p/CzXXWzgNre-/","Atelier Mandaluz Violeta","ateliermandaluz_","2023-11-08T00:33:12.000Z",,"3","0"
"🍉
Keep praying
Keep sharing 
Keep protesting 

#freepalestine #stopwar #speakup","https://www.instagram.com/p/CzW-bptsL1j/","","_dejatography","2023-11-07T20:55:24.000Z",,"-1","2"
"Hot Chilli Sauce 🌶
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#art #pepper #pink#stopwar#design #gun #red#color #colorful #peace #artwork","https://www.instagram.com/p/CzW4MoQIVfh/","Nolan Hadjadji","nadjadji_o","2023-11-07T20:00:55.000Z",,"-1","14"
"A imagem mais simbólica do GEN0CÍDI0 PROM0VIDO PELO GOVERNO DE ISRAEL para EXTERMINAR O P0V0 P4LESTIN0! Sem palavras! #stopgenocideingaza #stop #stopgenocide #cessarfogojá #basta #stopwar","https://www.instagram.com/p/CzW6_qyp0vq/","Julio Americo Pinto Neto","julioamerico.pn","2023-11-07T20:25:22.000Z",,"17","0"
"Çocuklar... 
Şeker de yiyebilsinler,
demişti Nazım Hikmet...
Dünyanın bütün çocukları, çocuklarımız...

Children, 
They can eat sweets, 
the poet told it. 
All of the children in the world, 
our children...

#stopwar 
#savaşlarbitsin 
#barışkazansın 
#savaşlarbiter 
#barışkazanır","https://www.instagram.com/p/CzW5PhKMrK-/","dervişe güneyyeli ꨄ︎","su_ruhu","2023-11-07T20:10:03.000Z",,"7","0"
"Over 10.000 civile i Gaza er dræbt! 😭
På KUN 30 dage har Israel formået, at dræbe så mange uskyldige mennesker - halvdelen af dem er børn! 💔 - Uskyldige børn!!
Og stadig høre man dem (@mette @larsloekke) sige “De har ret til, at forsvare sig selv” 😡
Jeg er SÅ træt! Hvad er det for en F****** samfund vi lever i?! Hvor mange flere skal dø? Venter man på, at alle skal dø?
Så man kan skrive det i historiebøgerne, og lave udstilling på museum? STOP DET NU!
.
VÅBENHVILE NU! 🕊️🤞🏼🇵🇸
.
.
.
.
.
.
.
.
.
#gaza #palestine #våbenhvile #war #stoptheviolence #stopthehate #stoptheattacks #stopwar #stopracism #peace #peaceful #peacefull #aarhus #fred #frihed kids #børn #rørende #knust #sad #madness #warcrimes #love #kærlighed #hope #dreams #wish #dream #family #børn #uskyldig","https://www.instagram.com/p/CzW44O0NRAV/","Maria","moodhome","2023-11-07T20:06:53.000Z","Aarhus, Denmark","-1","16"
"Cosa scriveranno sui libri di storia tra 50 anni non lo so.
Sicuro gli studenti leggendo penseranno :""Ma come è stato possibile? ""
So che non c'è un modo per fermare queste guerre , queste immagini di bambini insanguinati. 
Però davanti a questo striscione mi fermo a pensare  quanto poi si è fortunati ad essere nati in una parte del mondo anziché un'altra. E spero, che questa diventi prima o poi una cosa irrilevante per tutti. 

Non c'è motivo abbastanza importante per ""fare la guerra"". Mai. Non c'è giustificazione.

#nowar #stopwar #freepalestine #freeucraine","https://www.instagram.com/p/CzW7IV0rFz7/","Antonella","antonellasmile17","2023-11-07T20:26:33.000Z",,"14","0"
"Netanjahu

Hezbollah popełni błąd swojego życia, jeśli zdecyduje się na wojnę

Hamas zostanie zniszczony.

Bez odpoczynku aż do zwycięstwa. Żadnego zawieszenia broni.

""Zniszczyliśmy tysiące terrorystów na powierzchni i pod ziemią"". 

Żadne paliwo nie wjedzie do Gazy

Netanyahu

Hezbollah will make the mistake of its life if it chooses to go to war

Hamas will be destroyed.

No rest until victory. No ceasefire.

""We have destroyed thousands of terrorists above and below ground."" 

No fuel will enter Gaza

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzW6UfmI0E3/","Kroniki wojenne","izrael_strefa_gazy","2023-11-07T20:19:28.000Z",,"20","0"
"Усі, хто допомагає Україні повертати безпеку, усі, хто захищає нашу державу й працює для неї, хто зміцнює партнерства заради безпеки, заради спільної сили, усі, хто тисне на державу-терориста, є захисниками свободи та людяності, - президент України Володимир Зеленський

Photo: Kostiantyn Liberov and Vlada Liberova

#ObozUA #Obozrevatel #Обозреватель #news #Ukraine #Україна #StopWar #StopRussia #war #warinukraine #ЗСУ #СлаваУкраїні #УкраїнаПереможе #СлаваЗСУ","https://www.instagram.com/p/CzW7iozphRU/","Obozrevatel.ua","obozrevatel.ua","2023-11-07T20:30:08.000Z",,"36","0"
"الرحيل …The homeland forces us to leave, imposed by fate
The sound of bullets follows the silence and announces departure
In the eyes of loved ones, we find longing and chaos
In the hearts of children, dreams and pain remain

We depart, taking fragments of the homeland with us
The land calls us with its names and vibrant colors
How we dreamed of love, peace, and freedom
But those aspirations have become nothing but miserable injustice #freepalestine #stopwar","https://www.instagram.com/p/CzW3tGiLkkB/","Kamel Lokman","kamel.lokman","2023-11-07T19:56:37.000Z",,"63","0"
"@amnesty 
#CeasefireNOW 
#stopwar 
#forthesakeofhumanity 
⚖️🤲🕊️🕊️🕊️🕊️🕊️🕊️","https://www.instagram.com/p/CzW4m0syXR6/","Monchanok Kradsiri","monchanok_kradsiri","2023-11-07T20:04:30.000Z",,"0","0"
"Żołnierze z jednostki Yahalom, 551 Brygady i jednostki Oketz zlokalizowali i zniszczyli szereg tuneli Hamasu biegnących pod Beit Hanoun w północnej Gazie, ogłosiła izraelska armia

Soldiers from the Yahalom Unit, the 551st Brigade, and the Oketz Unit located and destroyed a number of Hamas tunnels running under Beit Hanoun in northern Gaza, the Israeli army announced

#israel#war#palestine#hamas#gaza#hamasterrorists#breakingnews#israelwar#follow#news#israelgazaconflict#world#instadaily #me #followme #stopwar #followforfollowback #photography #photographer#photooftheday #work #instagram #news #tbt#wojna #igers#potd#life","https://www.instagram.com/p/CzW7EIPoB5X/","Kroniki wojenne","izrael_strefa_gazy","2023-11-07T20:25:59.000Z",,"13","0"
"Fit check 🫡

#CeaseFireInGaza #hospitalbombing #Gaza_Genicide #GazaHospital #IsraelTerorrist ‬#palestine #stopwar  #فلسطين #غزة #stop #gazaunderattack #netanyahu_war_criminal","https://www.instagram.com/p/CzW4G9BtLpP/","Sara Hamed","sarahamedsaad","2023-11-07T20:00:09.000Z",,"10","0"
"⚡️Demokraci w Senacie USA zablokowali projekt ustawy o pomocy dla Izraela bez Ukrainy

⚡️Demokraci in the US Senate blocked a bill to aid Israel without Ukraine

#instadaily #ukraine #kyiv #lviv #odessa #kharkiv #russiaisaterroriststate #me #mariupol #followme #stoprussia #stopwar #followforfollowback #zhytomyr #putin #photography #photographer#photooftheday #work #instagram #news #krym #tbt #nikolaev #kherson #wojna #stopwarukraine#igers#potd#life","https://www.instagram.com/p/CzW41Y8IxVt/","Kroniki Wojenne","ukrainabezcenzury","2023-11-07T20:06:29.000Z",,"20","7"
"Smile more please! 🫠

#englishlovers #easyenglish #lifequotes #lifelessons #englishquotes #teach #life #loveyourself #hope #hopequotes #alone #yourself #magic #english #thetranslation #translation #endless #peaceofmind #peaceful #makewish #makedecision #change #chance #trust #laugh #toomuch #love #smile #stopwar

Leave your comment below 👇🏻❣","https://www.instagram.com/p/CzW2oyMrd9T/","English Lovers  ❣📚","the_translation_","2023-11-07T19:47:17.000Z",,"6","0"
"Enough is Enough. 
#CeasefireNOW 
#stopwar 
#forthesakeofhumanity 
🤲🕊️🕊️🕊️🕊️🕊️🕊️","https://www.instagram.com/p/CzW2skty6rm/","Monchanok Kradsiri","monchanok_kradsiri","2023-11-07T19:47:48.000Z",,"0","0"
"Донецький ""Шахтар"" здобув сенсаційну перемогу над ""Барселоною"". Номінально домашній матч 4-го туру Ліги чемпіонів у німецькому Гамбурзі на стадіоні ""Фолькспаркштадіон"" завершився з рахунком 1:0.

#ObozUA #Obozrevatel #Обозреватель #news #Ukraine #Україна #StopWar #StopRussia #war #warinukraine #ЗСУ #СлаваУкраїні #УкраїнаПереможе #СлаваЗСУ #футбол #шахтар","https://www.instagram.com/p/CzW4xbFIldf/","Obozrevatel.ua","obozrevatel.ua","2023-11-07T20:05:57.000Z",,"98","1"
"UE prawdopodobnie będzie wspierać rozpoczęcie negocjacji akcesyjnych z Ukrainą i Mołdawią.

Według dziennikarza Rikarda Jóźwiaka wstępną decyzję podjęli szefowie biur komisarzy europejskich reprezentujących na spotkaniu akcesyjnym wszystkie 27 państw członkowskich UE.

The EU is likely to support the start of accession negotiations with Ukraine and Moldova.

According to journalist Rikard Jóźwiak, the preliminary decision was taken by the heads of the European Commissioners' offices representing all 27 EU member states at the accession meeting.

#instadaily #ukraine #kyiv #lviv #odessa #kharkiv #russiaisaterroriststate #me #mariupol #followme #stoprussia #stopwar #followforfollowback #zhytomyr #putin #photography #photographer#photooftheday #work #instagram #news #krym #tbt #nikolaev #kherson #wojna #stopwarukraine#igers#potd#life","https://www.instagram.com/p/CzW5OivoRYB/","Kroniki Wojenne","ukrainabezcenzury","2023-11-07T20:09:55.000Z",,"13","0"
"#stopwar 
#marinadipisa #litoralepisano #pisa #ilpopolopisano_it #terredipisa #iltirreno #toscana #sun #italia #iluoghidelcuore #geo #kilimangiarorai #fotografia #nature #naturephotography #naturelovers #portodipisa #mareggiata #libeccio #storm #tempesta #clouds #sunlight #sunlightphotography #pic #italiainunoscatto #scattaunafoto #instagood","https://www.instagram.com/p/CzW2kHzMiI4/","Maurizio Paolicchi","maurizio.paolicchi","2023-11-07T19:46:39.000Z","Marina di Pisa","20","0"
"Біль яка не вщухає…вже 40 днів без нашого дорогого Володі… а час наче застиг тим 29 вересня…😭
***
Чи знаєте ви небеса кого від нас забрали?
Невже ВІН там потрібен більше, аніж тут із нами???...
Та знають, знають небеса кого вони забрали,
вертають Ангелів у стрій, яких лиш нам на мить подарували...
Володя, дякую за миті, за ті розділені роки життя,
за кожну бесіду на нашому балконі, 
за теплоту у голубих твоїх очах,
за нескінченні посмішки Оленки @olenka_hirnyk 
і те кохання, що вона пережила, 
я Дякую тобі Володя  за ту любов, яка до нас прийшла.
Ти вірно став у стрій на захист Батьківщини,
із перших днів сказав: “-Я мушу йти”
тим самим перевів життя в онлайн режими, 
всіх тих, хто так тебе любив.
Та зараз в нас лиш ПУСТОТА 
немає ні онлайно, ні реально,
лиш БІЛЬ у грудях тисне без кінця,
невже це все насправді?....
Рветься душа..Ох, як горять наші серця..
Снаряд русні забрав твоє життя…

Я вірю зараз ти там де спокійно, 
де ніжно, тепло і немає метушні.
З братами, що твої по духу, 
Ви стали Ангелами нашої душі...
Одного разу я писала вже для ТЕБЕ, 
що міцно обіймаємо тебе
і хоч обійми ці є віртуальні, 
але такі ж гарячі як реальні.
У мене наче дежавю!.. ми знов не можем обійняти,
та цього разу НАЗАВЖДИ, 
залишив нас на самоті ти проживати.
ВОЛОДЯ ЗНАЙ, ЩО МИ ТЕБЕ НІЗАЩО НЕ ЗАБУДЕМ,
ТИ НАЗАВЖДИ В НАШИХ СЕРЦЯХ
І КОЖЕН ДЕНЬ МИ ПАМ’ЯТАТИ БУДЕМ, 
ТОЙ НІЖНИЙ БЛИСК У ГОЛУБИХ ТВОЇХ ОЧАХ!
💔💔💔

#славагероям #україна #війна #stopwar #russiaisaterroriststate #львів #біль #ukraine #lviv #любов","https://www.instagram.com/p/CzW2TRIN7FQ/","Anya Visotska","anyavisotska","2023-11-07T19:44:21.000Z","Lviv, Ukraine","33","8"
"#stopwar#illustrazionidigitali#illustrazioniitaliane#guerrainfinita#bastaguerra#peace#illustrazionisatiriche#satiric","https://www.instagram.com/p/CzW1UHvsywW/","Vignettista ed illustratore","ulis_seodissea","2023-11-07T19:35:44.000Z",,"12","1"
"It's been a month since this nightmare started. On 7.10 Israel was attacked by the terrorist organization Hamas. Since this nightmare begins more than 1400 innocent civilians have been brutally murdered, 240 civilians have been kidnapped to the Gaza Strip and more than 5600 have been injured. 
.
.
.
.
#istandwithisrael #israel #stopwar 
🇮🇱❤️","https://www.instagram.com/p/CzW1C24IojL/","","my_mandala12","2023-11-07T19:33:22.000Z","Israel","20","2"
"There’s only ONE BLOOD & this is HUMAN blood.

There’s not such a thing like race, there is only HUMANITY.

There’s no excuse or justification for inner & outer war between humankind. 
It’s up to you, it’s up to us. 

There isn’t such a thing called border, there’s only ONE WORLD for all of us!

#startseeing #stayopenhearted #stopblindness 
#weareone #wearehuman #wearehumanity #letslivelikehumans #letspracticepeace #stopwar #yoga
#yogainspiration #peace #meditate #startwithyourself #innerpeace #pray #actinkindness","https://www.instagram.com/p/CzW8QgdoaHM/","Susann Kind","susannkindyoga","2023-11-07T20:36:24.000Z",,"62","3"
"De var #sommerfugler 🦋 i #gatesten av glass.. kunne ikke slippe ut til friheten ..#Gaza ..#gisler ..
stopp krigen..#stopwar 🇮🇱🇵🇸 🇺🇳.. bruk ord ✍🏼og øyner 👁️.. ikke våpen .. #Gaza #Jernbanetorget #Oslo .. .. #glasskunster #cathrinemaske .. .. vi ser alle hva som skjer .. vi er fri .. de i «glasshuset» er ikke fri ..mange drepes .. også barn 🙏","https://www.instagram.com/p/CzWyKheNY1g/","Gisle Sørland","ordspinn","2023-11-07T19:08:12.000Z","Jernbanetorget","170","12"
"Philippe Degobert- expo Au travail ! Les ateliers d’artistes en Belgique

photo Maxilian © L1730202

voir aussi mon compte peinture paintings_of_maxilian

#museefelicienrops #namur #philippedegobert #colors #art #museum #belgianart #painting #art #belge #art #stopwar #peace #galeriedart #musées#belgium","https://www.instagram.com/p/CzXHmUbt7Q8/","Maxilian et son histoire de l'art","maxilianart","2023-11-07T22:15:30.000Z",,"2","0"
"Smile and let the world wonder why. 🫠

#englishlovers #easyenglish #lifequotes #lifelessons #children #englishquotes #teach #life #loveyourself #hope #hopequotes #alone #yourself #magic #english #thetranslation #translation #endless #peaceofmind #peaceful #makewish #makedecision #change #chance #trust #laugh #toomuch #love  #smilemore #stopwar

Leave your comment below 👇🏻❣","https://www.instagram.com/p/CzW29GorT8Z/","English Lovers  ❣📚","the_translation_","2023-11-07T19:50:04.000Z",,"12","2"
"Почуття рухають до дій!

А от коли в довгострокових стосунках відбувається криза, то наші дії можуть повернути почуття.
Тобто якийсь час ми маємо робити те, що ми робили на почуттях закоханості, ніжності та тепла для того, щоб крізь образи та непорозуміння ми знову відкрили любов 🤍","https://www.instagram.com/p/CzW6niMtQO7/","Акредитований Гештальт-терапевт | Сімейний психолог | Київ","darynavlasiuk.psychology","2023-11-07T20:22:04.000Z","Bukovel","26","1"
"Carboncillo sobre papel
Charcoal on paper

#charcoaldrawing #charcoal #stopwar","https://www.instagram.com/p/CzW6L2ttAJx/","Emilio Bercial","emiliobercial","2023-11-07T20:18:18.000Z",,"13","0"
"🔥SON DAKİKA
TBMM Başkanı Numan Kurtulmuş: “Dünden itibaren, Türkiye Büyük Millet Meclisi olarak Israil’in saldırganlığına destek veren şirketlerin hiçbir ürününü meclisimizde kullanmayacağız ve bundan sonra da almayacağız.”
#keşfetteyiz #israel #filistin #palestine #tbmm #numankurtulmuş #freepalestine #gazze #kudüs #reels #savepalestine #stopwar #stopisrael","https://www.instagram.com/p/CzW1lHwtQA7/","Teşkilat Haber🇹🇷","teskilathaberr","2023-11-07T19:38:03.000Z",,"349","9"
"#israel #gaza #stopwar #killer #netanyahu #faschist #Nazi","https://www.instagram.com/p/CzW1s0sC_8V/","Hasan Çolak","hasancolak1977","2023-11-07T19:39:06.000Z","Gaza,Palestine","8","0"
"O Allah, help and protect the people of Palestine. 

#stopwar  #ceasefire #now #palestinian #gaza","https://www.instagram.com/p/CzW6EiGrAzG/","Modest Influencer","influential_gram","2023-11-07T20:17:18.000Z",,"9","0"
"Dodatkowe systemy obrony powietrznej NASAMS, które Ukraina otrzymała od partnerów, poszły na służbę bojową – poinformował Zełenski.

Additional NASAMS air defence systems that Ukraine received from partners have gone into combat service, Zelenski reported.

#instadaily #ukraine #kyiv #lviv #odessa #kharkiv #russiaisaterroriststate #me #mariupol #followme #stoprussia #stopwar #followforfollowback #zhytomyr #putin #photography #photographer#photooftheday #work #instagram #news #krym #tbt #nikolaev #kherson #wojna #stopwarukraine#igers#potd#life","https://www.instagram.com/p/CzW5CUuoG8n/","Kroniki Wojenne","ukrainabezcenzury","2023-11-07T20:08:15.000Z",,"22","0"
"Нам клоунам стало тяжело шутить. 
Каждая шутка, каждое высказывание под лупой. 
Все оскорбляются и обижаются на раз, два, три... А я считаю что шутить надо. Это единственное что может спасти. Ах, скажете вы! Есть темы над которыми шутить нельзя! А я вам отвечу, что нет таких. Есть качество шутки. Если бы клоуны, паяццы,  сатиры, шуты выбирали ""тут можно, тут нельзя"", уверяю вас, мы бы далеко не уехали. Шутка нужна чтобы выпятить проблему, обострить, снять напряжение, успокоить боль, обличить.. да много ещё для чего. Шутите и дайте другим. ))) Только качественно!
Фото: @dinatop 
#клоун 
#артистыбарселона 
#payasa 
#eventos 
#stopwar 
#freedom","https://www.instagram.com/p/CzW1bgDKzAb/","Paula Gapo","paula_gapo","2023-11-07T19:36:44.000Z",,"12","0"
"A picture does speak a thousand words but the world is deaf nowadays. Quite amazing how the technology has become so mainstream that nobody can become anyone. Comment on which one of my picture is your favourite, if any
.
.
.
.
.
.
.
.
.
#generativeai #dalle #bing #stopwar #war #peace #savechildren #killinginthename","https://www.instagram.com/p/CzW4MiDSYAk/","Abhijeet Singh","motionjak","2023-11-07T20:00:55.000Z",,"23","0"
"#israel #netanyahu = #Adolf #hitler #netanyahu_a_criminal_of_war #crime #killer #usa #stopwar","https://www.instagram.com/p/CzWz_7eqpFD/","Hasan Colak","capelladizayn","2023-11-07T19:24:14.000Z","Gaza,Palestine","2","0"
"‼️ДОНАТИ І РЕПОСТИ ЦЕ ВАЖЛИВО!
10, 20 грн - навіть не кава, а цінність має. Війна не на сході, війна в країні. Ти це розумієш, або ні. Якщо ні - не розумію, чому ти і досі в країні. Треба донатити, розповсюджувати, допомагати нашим хлопцям, кричати про це. Ти це ігноруєш, поки тебе та твою сімʼю це не чіпає, поки бойові дії не в твоєму місті і не на твоїй вулиці - це завдяки хлопцям, які тримають оборону кожен день. Ця війна торкнеться кожного.

Дякую. Слава всім Героям. 
Бути Воїном - Жити Вічно. 💔🫡
#stoprussia 
#stopwar 
#stopwarinukraine 
#russianterorrism","https://www.instagram.com/p/CzWwv8_otua/","","neizvestnaya.a.a","2023-11-07T18:55:50.000Z",,"-1","0"
"-,,my brother and i‘ll will be here for you ∞).
soɯǝbodʎ ʇold ɯǝ ʇɥɐʇ ʇɥǝ ʍoɹld ıs gods plan

somebodytoldmethattheworldis ⅁onnɐ Ǝnd

#end #world #2023 #me #mybro #fy #angel #ice #iceblock #ihateyou #stopwar #feelingsdeleted","https://www.instagram.com/p/CzWvsIyMbOA/","Jason","heller.666","2023-11-07T18:46:35.000Z","Bleicherode","41","2"
